"","ï..Service.Center","County","Initial.Services.Sought.at.First.Visit","Attended.Group.Training.","Total.Counseling.Time..hrs","Business.Status","Impact..Capital.Investments","Impact..Created.New.Jobs","Impact..Revenue.Increase","Impact..Started.Business","Company.s.Total.employees","Company.s.Gross.Revenue...","NAICS.code","Ownership.Gender","Owner.s.Hispanic.Origin","Owner.s.Race","started","CC","Male"
"151","Anne Arundel County","Anne Arundel","Counseling","No",11.25,"Started with SBDC",0,0,0,"Yes",1,60000,"33","Woman-Owned (WOSB) Certified","Non-Hispanic","White/Caucasian",1,0,0
"152","Anne Arundel County","Anne Arundel","Counseling","No",36.5,"Started with SBDC",0,1,30,"Yes",1,60000,"45","Choose not to respond","Non-Hispanic","White/Caucasian",1,0,0
"153","Anne Arundel County","Anne Arundel","Counseling","Yes",76.5,"Started with SBDC",204000,10,46000,"Yes",10,46000,"44","Woman-Owned (WOSB) Certified","Hispanic","Choose not to respond",1,0,0
"154","Anne Arundel County","Anne Arundel","Counseling","Yes",44.25,"In Business (> 1 year)",6e+05,11,0,"Yes",11,150000,"62","Choose not to respond","Non-Hispanic","White/Caucasian",1,0,0
"155","Anne Arundel County","Anne Arundel","Counseling","No",124.5,"Started with SBDC",5000,1,0,"Yes",1,60000,"54","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"156","Anne Arundel County","Anne Arundel","Counseling","Yes",26.25,"Started with SBDC",3000,2,1500,"Yes",3,1500,"48","Male-Owned","Choose not to respond","White/Caucasian",1,0,1
"157","Anne Arundel County","Prince Georges","Counseling","Yes",23.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"158","Anne Arundel County","Anne Arundel","Training","Yes",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"159","Anne Arundel County","Howard","Training","Yes",41.5,"Started with SBDC",0,1,1580,"Yes",1,1580,"62","Woman-Owned","Non-Hispanic","White/Caucasian",1,1,0
"160","Anne Arundel County","Anne Arundel","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Black or African American",0,0,0
"161","Anne Arundel County","Anne Arundel","Counseling","No",6.75,"Started with SBDC",0,0,0,"Yes",1,60000,"51","Woman-Owned","Non-Hispanic","White/Caucasian",1,0,0
"162","Anne Arundel County","Anne Arundel","Counseling","Yes",6.25,"Started with SBDC",0,2,4000,"Yes",2,4000,"23","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,0,0
"163","Anne Arundel County","Anne Arundel","Counseling","No",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Hispanic","Black or African American",0,0,0
"164","Anne Arundel County","Anne Arundel","Counseling","No",12.75,"Started with SBDC",15000,1,2000,"Yes",1,2000,"31","Woman-Owned","Non-Hispanic","White/Caucasian",1,0,0
"165","Anne Arundel County","Queen Annes","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Woman-Owned","Hispanic","White/Caucasian",0,0,0
"166","Anne Arundel County","Anne Arundel","Counseling","No",9,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,0,0
"167","Anne Arundel County","Anne Arundel","Counseling","Yes",8,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"168","Anne Arundel County","Anne Arundel","Counseling","No",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"169","Anne Arundel County","Anne Arundel","Counseling","No",128,"Started with SBDC",261500,22,522,"Yes",22,522,"45","Woman-Owned","Non-Hispanic","Choose not to respond",1,0,0
"170","Anne Arundel County","Anne Arundel","Training","Yes",21.25,"Pre-venture/Nascent",15000,0,0,"No",0,0,"54","Woman-Owned","Non-Hispanic","Asian",0,0,0
"171","Anne Arundel County","Anne Arundel","Counseling","No",45.75,"Started with SBDC",178000,1,3000,"Yes",2,3000,"51","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"172","Anne Arundel County","Anne Arundel","Counseling","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"173","Anne Arundel County","Anne Arundel","Counseling","No",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Black or African American",0,0,0
"174","Anne Arundel County","Anne Arundel","Counseling","No",53.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Male-Owned","Choose not to respond","White/Caucasian",0,0,1
"175","Anne Arundel County","Anne Arundel","Counseling","No",5.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"31","Male/Female-Owned","Non-Hispanic","Black or African American",0,0,0
"176","Anne Arundel County","Anne Arundel","Counseling","No",8.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"177","Anne Arundel County","Anne Arundel","Counseling","No",14,"Started with SBDC",0,1,0,"Yes",1,60000,"44","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,0,0
"178","Anne Arundel County","Anne Arundel","Counseling","No",3.25,"Start-up (in bus. < 1 year)",270000,0,0,"Yes",7,100000,"44","Male-Owned","Non-Hispanic","Black or African American",1,0,1
"179","Anne Arundel County","Anne Arundel","Counseling","No",7.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"180","Anne Arundel County","Anne Arundel","Training","No",0.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"181","Anne Arundel County","Anne Arundel","Counseling","Yes",4.25,"Started with SBDC",0,0,0,"Yes",4,60000,"54","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"182","Anne Arundel County","Anne Arundel","Training","Yes",11.25,"Pre-venture/Nascent",2e+05,3,0,"No",3,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"183","Anne Arundel County","Anne Arundel","Counseling","No",7,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"184","Anne Arundel County","Anne Arundel","Counseling","Yes",0.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"185","Anne Arundel County","Anne Arundel","Counseling","No",0.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"186","Anne Arundel County","Anne Arundel","Counseling","No",17.25,"Pre-venture/Nascent",40000,0,0,"No",0,0,"54","Male/Female-Owned","Choose not to respond","Choose not to respond",0,0,0
"187","Anne Arundel County","Anne Arundel","Counseling","No",17.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,0,0
"188","Anne Arundel County","Anne Arundel","Counseling","No",4.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"189","Anne Arundel County","Anne Arundel","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"31","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"190","Anne Arundel County","Anne Arundel","Counseling","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Choose not to respond","Choose not to respond",0,0,0
"191","Anne Arundel County","Anne Arundel","Counseling","No",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"192","Anne Arundel County","Baltimore City","Counseling","Yes",8.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"193","Anne Arundel County","Anne Arundel","Training","Yes",0.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"194","Anne Arundel County","Anne Arundel","Counseling","Yes",5.25,"Started with SBDC",115000,3,220000,"Yes",3,220000,"33","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"195","Anne Arundel County","Anne Arundel","Training","Yes",4.25,"Started with SBDC",15000,1,0,"Yes",1,60000,"51","Woman-Owned","Non-Hispanic","White/Caucasian",1,0,0
"196","Anne Arundel County","Baltimore City","Counseling","No",5.75,"Pre-venture/Nascent",6000,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"197","Anne Arundel County","Anne Arundel","Training","Yes",18,"Pre-venture/Nascent",114000,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"198","Anne Arundel County","Baltimore City","Counseling","No",26,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Choose not to respond","Choose not to respond",0,0,0
"199","Anne Arundel County","Anne Arundel","Training","Yes",12.75,"Start-up (in bus. < 1 year)",8000,4,0,"Yes",4,0,"61","Male-Owned","Choose not to respond","Choose not to respond",1,0,1
"200","Anne Arundel County","Anne Arundel","Training","Yes",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,0,0
"201","Anne Arundel County","Anne Arundel","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"202","Anne Arundel County","Baltimore","Training","Yes",5,"Pre-venture/Nascent",0,0,6000,"No",0,6000,"Undefined","Choose not to respond","Hispanic","White/Caucasian",0,1,0
"203","Anne Arundel County","Anne Arundel","Counseling","No",5.75,"Started with SBDC",508000,1,0,"Yes",1,60000,"72","Male/Female-Owned","Choose not to respond","Choose not to respond",1,0,0
"204","Anne Arundel County","Anne Arundel","Counseling","Yes",5.5,"Started with SBDC",4500,1,2100,"Yes",1,2100,"62","Woman-Owned","Non-Hispanic","Black or African American",1,0,0
"205","Anne Arundel County","Anne Arundel","Counseling","No",16,"Pre-venture/Nascent",10000,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,0,0
"206","Anne Arundel County","Anne Arundel","Counseling","Yes",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"33","Male/Female-Owned","Hispanic","White/Caucasian",0,0,0
"207","Anne Arundel County","Anne Arundel","Counseling","Yes",6,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"208","Anne Arundel County","Anne Arundel","Training","Yes",38.5,"Started with SBDC",23250,26,60000,"Yes",26,60000,"54","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"209","Anne Arundel County","Anne Arundel","Counseling","No",12.75,"Started with SBDC",40000,1,0,"Yes",1,60000,"71","Woman-Owned","Non-Hispanic","Black or African American",1,0,0
"210","Anne Arundel County","Anne Arundel","Training","Yes",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"211","Anne Arundel County","Montgomery","Training","Yes",13,"Started with SBDC",0,2,178776,"Yes",2,178776,"54","Male-Owned","Non-Hispanic","Native American",1,1,1
"212","Anne Arundel County","Anne Arundel","Counseling","No",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Male-Owned","Hispanic","Choose not to respond",0,0,1
"213","Anne Arundel County","Anne Arundel","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Asian",0,0,0
"214","Anne Arundel County","Anne Arundel","Counseling","No",8,"Started with SBDC",50000,0,0,"Yes",1,60000,"71","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,0,0
"215","Anne Arundel County","Anne Arundel","Counseling","No",7,"Started with SBDC",1500,1,0,"Yes",1,60000,"61","Woman-Owned","Non-Hispanic","Black or African American",1,0,0
"216","Anne Arundel County","Anne Arundel","Counseling","No",6.25,"Started with SBDC",1000,1,0,"Yes",1,60000,"92","Woman-Owned","Non-Hispanic","Native American",1,0,0
"217","Anne Arundel County","Anne Arundel","Training","Yes",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"218","Anne Arundel County","Montgomery","Counseling","No",18,"Started with SBDC",14000,3,0,"Yes",3,60000,"53","Male-Owned","Non-Hispanic","White/Caucasian",1,1,1
"219","Anne Arundel County","Anne Arundel","Counseling","Yes",11,"Started with SBDC",0,1,0,"Yes",1,60000,"56","Male-Owned","Choose not to respond","Choose not to respond",1,0,1
"220","Anne Arundel County","Anne Arundel","Counseling","No",5,"Started with SBDC",0,1,0,"Yes",1,60000,"54","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"221","Anne Arundel County","Anne Arundel","Counseling","Yes",55.5,"Started with SBDC",252000,8,712440,"Yes",8,722440,"54","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"222","Anne Arundel County","Prince Georges","Counseling","No",10.75,"Started with SBDC",2500,0,40000,"Yes",1,40000,"62","Woman-Owned","Non-Hispanic","Black or African American",1,1,0
"223","Anne Arundel County","Anne Arundel","Counseling","No",8.75,"Started with SBDC",10000,1,0,"Yes",1,60000,"52","Choose not to respond","Non-Hispanic","White/Caucasian",1,0,0
"224","Anne Arundel County","Anne Arundel","Counseling","Yes",18.5,"Start-up (in bus. < 1 year)",2500,2,7500,"Yes",2,7500,"56","Woman-Owned","Non-Hispanic","Native American",1,0,0
"225","Anne Arundel County","Anne Arundel","Training","Yes",16.25,"Started with SBDC",20000,1,0,"Yes",1,60000,"23","Woman-Owned (WOSB) Certified","Non-Hispanic","White/Caucasian",1,0,0
"226","Anne Arundel County","Anne Arundel","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Hispanic","White/Caucasian",0,0,0
"227","Anne Arundel County","Anne Arundel","Counseling","Yes",7,"Started with SBDC",0,1,0,"Yes",1,60000,"48","Male-Owned","Non-Hispanic","Black or African American",1,0,1
"228","Anne Arundel County","Anne Arundel","Counseling","No",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"53","Choose not to respond","Non-Hispanic","Asian",0,0,0
"229","Anne Arundel County","Anne Arundel","Counseling","Yes",8.25,"Started with SBDC",0,2,0,"Yes",2,60000,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",1,0,0
"230","Anne Arundel County","Anne Arundel","Training","Yes",11.25,"Started with SBDC",10500,7,0,"Yes",7,60000,"54","Choose not to respond","Choose not to respond","Alaska Native",1,0,0
"231","Anne Arundel County","Anne Arundel","Training","Yes",7.25,"Pre-venture/Nascent",800,0,0,"No",0,0,"54","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"232","Anne Arundel County","Anne Arundel","Counseling","No",4.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"51","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"233","Anne Arundel County","Anne Arundel","Counseling","Yes",3.75,"Started with SBDC",0,1,0,"Yes",1,60000,"56","Woman-Owned","Non-Hispanic","White/Caucasian",1,0,0
"234","Anne Arundel County","Anne Arundel","Training","Yes",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","White/Caucasian",0,0,0
"235","Anne Arundel County","Anne Arundel","Counseling","No",68.25,"Started with SBDC",535000,2,0,"Yes",2,60000,"72","Choose not to respond","Non-Hispanic","White/Caucasian",1,0,0
"236","Anne Arundel County","Anne Arundel","Counseling","No",8.517000001,"Start-up (in bus. < 1 year)",18000,0,500,"Yes",1,500,"54","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"237","Anne Arundel County","Anne Arundel","Training","Yes",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"56","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"238","Anne Arundel County","Anne Arundel","Counseling","Yes",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"45","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"239","Anne Arundel County","Anne Arundel","Counseling","No",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"33","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"240","Anne Arundel County","Prince Georges","Training","Yes",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"241","Anne Arundel County","Anne Arundel","Counseling","Yes",7,"Started with SBDC",4000,1,0,"Yes",1,60000,"44","Woman-Owned (WOSB) Certified","Non-Hispanic","White/Caucasian",1,0,0
"242","Anne Arundel County","Anne Arundel","Counseling","No",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"243","Anne Arundel County","Anne Arundel","Counseling","No",11.517,"Started with SBDC",47000,2,0,"Yes",2,60000,"54","Woman-Owned (WOSB) Certified","Non-Hispanic","Black or African American",1,0,0
"244","Anne Arundel County","Anne Arundel","Training","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,0,0
"245","Anne Arundel County","Anne Arundel","Counseling","No",4.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"32","Woman-Owned","Non-Hispanic","White/Caucasian",0,0,0
"246","Anne Arundel County","Anne Arundel","Counseling","Yes",6.5,"Started with SBDC",8000,1,0,"Yes",1,60000,"62","Woman-Owned","Non-Hispanic","White/Caucasian",1,0,0
"247","Anne Arundel County","Prince Georges","Training","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"42","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"248","Anne Arundel County","Anne Arundel","Counseling","No",4.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"249","Anne Arundel County","Anne Arundel","Counseling","No",11,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"250","Anne Arundel County","Anne Arundel","Counseling","Yes",1.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"251","Anne Arundel County","Anne Arundel","Counseling","Yes",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"23","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"252","Anne Arundel County","Anne Arundel","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"33","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"253","Anne Arundel County","Anne Arundel","Counseling","Yes",13,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"254","Anne Arundel County","Anne Arundel","Counseling","No",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Choose not to respond","Choose not to respond",0,0,0
"255","Anne Arundel County","Anne Arundel","Counseling","No",15.5,"Started with SBDC",55000,1,0,"Yes",1,60000,"31","Choose not to respond","Non-Hispanic","White/Caucasian",1,0,0
"256","Anne Arundel County","Anne Arundel","Counseling","No",14,"Pre-venture/Nascent",0,0,0,"No",0,0,"48","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"257","Anne Arundel County","Anne Arundel","Training","No",3.5,"Started with SBDC",0,1,0,"Yes",1,60000,"32","Woman-Owned (WOSB) Certified","Choose not to respond","Choose not to respond",1,0,0
"258","Anne Arundel County","Anne Arundel","Counseling","No",5.25,"Started with SBDC",4000,1,0,"Yes",1,60000,"44","Woman-Owned","Choose not to respond","Choose not to respond",1,0,0
"259","Anne Arundel County","Anne Arundel","Training","Yes",18.25,"Started with SBDC",10000,1,0,"Yes",1,60000,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",1,0,0
"260","Anne Arundel County","Anne Arundel","Counseling","Yes",6.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"61","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
